,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,num_related,has_related,has_special_ticket
437,1,2,female,12.0,0,0,15.75,S,0,False,True
438,0,3,male,26.0,0,0,7.775,S,0,False,False
439,1,2,female,26.0,0,0,13.5,S,0,False,False
440,0,3,male,70.5,0,0,7.75,Q,0,False,False
441,0,3,female,45.0,0,1,14.4542,C,1,True,False
442,1,2,female,8.0,0,2,26.25,S,2,True,True
443,0,3,male,30.0,0,0,8.05,S,0,False,True
444,0,3,male,,0,0,7.225,C,0,False,False
445,1,3,male,18.0,0,0,8.05,S,0,False,True
446,0,3,female,39.0,0,5,29.125,Q,5,True,False
447,0,3,male,21.0,2,0,24.15,S,2,True,True
448,1,1,male,,0,0,26.55,S,0,False,False
449,1,2,female,24.0,1,0,26.0,S,1,True,False
450,1,3,female,5.0,4,2,31.3875,S,6,True,False
451,1,3,female,1.0,1,1,11.1333,S,2,True,False
452,1,1,male,27.0,0,0,76.7292,C,0,False,True
453,1,3,female,26.0,0,2,13.775,S,2,True,True
454,0,3,male,25.0,0,0,7.25,S,0,False,False
455,0,3,male,21.0,0,0,8.05,S,0,False,False
456,0,3,male,24.0,0,0,8.6625,S,0,False,False
457,1,1,female,31.0,1,0,113.275,C,1,True,False
458,1,3,male,32.0,0,0,7.8542,S,0,False,False
459,0,1,male,39.0,0,0,29.7,C,0,False,True
460,1,1,female,22.0,0,1,55.0,S,1,True,False
461,0,3,male,17.0,0,0,8.6625,S,0,False,False
462,0,1,male,53.0,1,1,81.8583,S,2,True,False
463,0,2,male,30.0,0,0,13.0,S,0,False,False
464,0,1,male,27.0,1,0,136.7792,C,1,True,False
465,0,2,male,49.0,1,2,65.0,S,3,True,False
466,1,2,female,33.0,1,2,27.75,S,3,True,True
467,0,3,male,,1,0,6.4375,C,1,True,False
468,1,3,male,44.0,0,0,7.925,S,0,False,True
469,1,1,female,45.0,0,1,59.4,C,1,True,False
470,0,3,male,22.0,0,0,9.35,S,0,False,True
471,0,3,male,,0,0,7.225,C,0,False,False
472,1,3,female,24.0,0,2,16.7,S,2,True,True
473,1,1,female,17.0,1,0,57.0,S,1,True,False
474,1,2,female,35.0,0,0,21.0,S,0,False,True
475,0,3,male,31.0,3,0,18.0,S,3,True,False
476,1,1,female,60.0,1,0,75.25,C,1,True,False
477,0,3,male,,0,0,7.8958,S,0,False,False
478,1,1,female,,1,0,82.1708,C,1,True,True
479,0,3,male,27.0,0,0,8.6625,S,0,False,False
480,0,2,male,46.0,0,0,26.0,S,0,False,False
481,0,3,female,18.0,0,0,7.775,S,0,False,False
482,1,1,male,35.0,0,0,512.3292,C,0,False,True
483,0,2,male,25.0,1,2,41.5792,C,3,True,True
484,0,3,male,39.0,0,0,7.925,S,0,False,False
485,0,2,male,28.0,0,0,10.5,S,0,False,True
486,1,3,male,9.0,0,2,20.525,S,2,True,False
487,0,3,male,43.0,0,0,6.45,S,0,False,True
488,0,1,male,50.0,1,1,211.5,C,2,True,False
489,0,3,male,35.0,0,0,7.8958,C,0,False,False
490,1,2,female,32.0,0,0,13.0,S,0,False,False
491,0,1,male,27.0,0,2,211.5,C,2,True,False
492,0,3,male,20.0,0,0,7.8542,S,0,False,False
493,1,2,female,28.0,0,0,13.0,S,0,False,False
494,1,3,female,18.0,0,0,7.8792,Q,0,False,False
495,0,2,male,,0,0,12.875,S,0,False,True
496,1,1,female,14.0,1,2,120.0,S,3,True,False
497,1,1,female,45.0,1,0,52.5542,S,1,True,False
498,0,1,male,,0,0,26.55,S,0,False,False
499,1,3,female,24.0,0,0,7.75,Q,0,False,False
500,1,1,male,48.0,1,0,52.0,S,1,True,False
501,0,1,male,30.0,0,0,27.75,C,0,False,False
502,0,1,male,21.0,0,1,77.2875,S,1,True,False
503,1,3,male,29.0,0,0,7.8958,C,0,False,False
504,0,3,female,18.0,0,1,14.4542,C,1,True,False
505,0,3,male,,1,0,14.4542,C,1,True,False
506,0,2,male,57.0,0,0,13.0,S,0,False,False
507,1,3,male,45.0,0,0,8.05,S,0,False,False
508,1,1,male,31.0,1,0,57.0,S,1,True,False
509,0,3,male,41.0,0,0,7.85,S,0,False,True
510,0,3,male,,0,0,7.05,S,0,False,True
511,0,2,male,36.0,0,0,13.0,S,0,False,False
512,1,1,female,35.0,1,0,83.475,S,1,True,False
513,0,2,male,50.0,0,0,13.0,S,0,False,False
514,0,3,male,19.0,0,0,7.8958,S,0,False,False
515,0,3,male,20.0,0,0,7.8542,S,0,False,False
516,1,1,male,37.0,1,1,52.5542,S,2,True,False
517,0,3,male,,0,0,7.8958,C,0,False,False
518,1,1,female,33.0,1,0,53.1,S,1,True,False
519,0,1,male,24.0,1,0,82.2667,S,1,True,False
520,0,3,male,17.0,0,0,8.6625,S,0,False,False
521,0,3,male,,0,0,8.05,S,0,False,False
522,0,2,male,52.0,0,0,13.0,S,0,False,False
523,1,2,female,20.0,1,0,26.0,S,1,True,False
524,0,3,male,25.0,0,0,7.925,S,0,False,True
525,1,3,female,27.0,0,1,12.475,S,1,True,False
526,0,3,male,19.0,0,0,6.75,Q,0,False,False
527,0,3,female,18.0,0,0,6.75,Q,0,False,False
528,0,3,female,28.0,0,0,7.8958,S,0,False,False
529,0,3,male,23.5,0,0,7.2292,C,0,False,False
530,1,1,female,58.0,0,1,512.3292,C,1,True,True
531,1,2,female,28.0,1,0,24.0,C,1,True,True
532,0,1,male,,0,0,39.6,S,0,False,True
533,1,1,female,53.0,2,0,51.4792,S,2,True,False
534,0,3,male,,0,0,8.05,S,0,False,True
535,0,3,male,,0,0,7.75,Q,0,False,False
536,0,2,male,41.0,0,0,13.0,S,0,False,False
537,0,3,male,,0,0,8.05,S,0,False,True
538,0,3,male,,0,0,7.8958,S,0,False,False
539,1,2,female,1.0,1,2,41.5792,C,3,True,True
540,0,1,male,48.0,0,0,50.4958,C,0,False,True
541,1,1,male,,0,0,35.5,S,0,False,False
542,0,3,male,28.0,0,0,7.7958,S,0,False,False
543,0,2,male,,0,0,15.05,C,0,False,True
544,0,2,male,39.0,0,0,13.0,S,0,False,False
545,1,3,female,18.0,0,1,9.35,S,1,True,False
546,1,1,female,43.0,1,0,55.4417,C,1,True,False
547,1,2,female,23.0,0,0,13.7917,C,0,False,True
548,1,1,female,54.0,1,1,81.8583,S,2,True,False
549,0,3,male,39.0,0,0,24.15,S,0,False,True
550,1,3,male,4.0,1,1,11.1333,S,2,True,False
551,0,3,male,16.0,0,0,8.05,S,0,False,True
552,0,2,male,29.0,0,0,10.5,S,0,False,True
553,0,2,female,44.0,1,0,26.0,S,1,True,False
554,0,3,male,17.0,0,0,8.6625,S,0,False,False
555,0,3,female,,3,1,25.4667,S,4,True,False
556,0,3,male,25.0,0,0,7.8958,S,0,False,False
557,0,3,male,25.0,0,0,7.65,S,0,False,False
558,0,2,male,30.0,0,0,13.0,S,0,False,False
559,0,2,male,8.0,0,2,32.5,S,2,True,False
560,0,1,male,,0,0,52.0,S,0,False,False
561,1,3,female,26.0,0,0,7.8542,S,0,False,False
562,1,3,female,17.0,4,2,7.925,S,6,True,False
563,1,3,female,16.0,0,0,7.65,S,0,False,False
564,1,2,male,3.0,1,1,18.75,S,2,True,False
565,1,1,male,28.0,0,0,26.55,S,0,False,False
566,0,3,male,32.0,0,0,8.3625,S,0,False,False
567,1,3,female,,0,0,7.8792,Q,0,False,False
568,0,3,male,20.0,0,0,8.6625,S,0,False,False
569,0,1,male,61.0,0,0,33.5,S,0,False,False
570,0,3,female,41.0,0,5,39.6875,S,5,True,False
571,0,3,male,34.0,0,0,8.05,S,0,False,False
572,0,3,male,26.5,0,0,7.225,C,0,False,False
573,0,3,male,14.0,5,2,46.9,S,7,True,True
574,0,1,male,,0,0,26.0,S,0,False,False
575,1,1,male,25.0,1,0,55.4417,C,1,True,False
576,0,3,male,33.0,0,0,8.05,S,0,False,True
577,0,2,male,23.0,0,0,13.0,S,0,False,False
578,1,1,female,30.0,0,0,31.0,C,0,False,False
579,0,2,male,,0,0,10.7083,Q,0,False,False
580,0,1,male,28.0,0,0,47.1,S,0,False,False
581,1,3,female,1.0,1,1,16.7,S,2,True,True
582,0,3,male,35.0,0,0,7.8958,S,0,False,False
583,0,3,male,23.0,0,0,7.7958,S,0,False,False
584,0,3,female,29.0,0,4,21.075,S,4,True,False
585,1,3,female,19.0,1,1,15.7417,C,2,True,False
586,0,3,male,25.0,0,0,7.8958,S,0,False,False
587,1,1,female,21.0,2,2,262.375,C,4,True,True
588,1,2,female,,0,0,12.35,Q,0,False,False
589,0,2,male,30.0,1,0,24.0,C,1,True,True
590,0,3,male,40.5,0,0,15.1,S,0,False,True
591,1,3,female,22.0,0,0,7.25,S,0,False,True
592,0,3,male,,3,1,25.4667,S,4,True,False
593,0,2,male,32.0,2,0,73.5,S,2,True,True
594,1,3,female,15.0,0,0,8.0292,Q,0,False,False
595,0,1,male,45.5,0,0,28.5,S,0,False,False
596,0,3,male,33.0,0,0,9.5,S,0,False,False
597,0,3,male,,1,0,16.1,S,1,True,False
598,0,3,male,25.0,0,0,7.05,S,0,False,True
599,1,1,male,42.0,1,0,52.5542,S,1,True,False
600,0,1,male,65.0,0,1,61.9792,C,1,True,False
601,0,3,male,19.0,0,0,8.1583,S,0,False,True
602,0,1,female,2.0,1,2,151.55,S,3,True,False
603,1,3,female,31.0,0,0,8.6833,S,0,False,False
604,1,3,female,,1,0,24.15,Q,1,True,False
605,1,2,female,41.0,0,1,19.5,S,1,True,False
606,0,2,male,63.0,1,0,26.0,S,1,True,False
607,0,2,male,21.0,2,0,73.5,S,2,True,True
608,1,2,male,0.83,0,2,29.0,S,2,True,False
609,1,1,male,28.0,0,0,35.5,S,0,False,False
610,0,2,male,35.0,0,0,26.0,S,0,False,False
611,1,3,female,,0,0,7.75,Q,0,False,False
612,0,3,male,14.0,0,0,9.225,S,0,False,False
613,1,2,female,45.0,0,0,13.5,S,0,False,False
614,0,1,male,,0,0,39.6,C,0,False,False
615,0,3,female,9.0,1,1,15.2458,C,2,True,False
616,0,3,male,9.0,4,2,31.3875,S,6,True,False
617,0,3,male,21.0,0,0,7.75,Q,0,False,False
618,1,3,female,18.0,0,0,9.8417,S,0,False,False
619,0,1,male,50.0,1,0,106.425,C,1,True,True
620,0,1,male,30.0,1,2,151.55,S,3,True,False
621,0,3,male,28.0,2,0,7.925,S,2,True,False
622,0,3,male,,0,0,7.8958,S,0,False,False
623,0,3,male,4.0,4,1,29.125,Q,5,True,False
624,1,3,male,1.0,1,2,20.575,S,3,True,True
625,1,1,female,40.0,0,0,153.4625,S,0,False,True
626,0,2,male,25.0,1,0,26.0,S,1,True,False
627,1,1,female,23.0,1,0,82.2667,S,1,True,False
628,1,3,female,36.0,1,0,17.4,S,1,True,False
629,1,2,female,20.0,2,1,23.0,S,3,True,False
630,1,2,female,2.0,1,1,26.0,S,2,True,False
631,1,3,female,22.0,0,0,39.6875,S,0,False,False
632,0,3,male,28.0,0,0,22.525,S,0,False,True
633,0,3,male,,0,0,7.75,Q,0,False,True
634,0,2,male,19.0,0,0,13.0,S,0,False,False
635,1,3,female,3.0,1,1,13.775,S,2,True,True
636,0,2,female,57.0,0,0,10.5,S,0,False,True
637,0,3,male,22.0,0,0,8.05,S,0,False,True
638,0,3,male,28.0,1,0,15.85,S,1,True,True
639,0,2,male,29.0,1,0,21.0,S,1,True,False
640,0,3,male,38.0,0,0,7.05,S,0,False,True
641,1,3,female,30.0,0,0,7.6292,Q,0,False,False
642,0,2,male,27.0,1,0,26.0,S,1,True,False
643,1,3,female,30.0,0,0,12.475,S,0,False,False
644,0,3,male,22.0,0,0,7.8958,S,0,False,False
645,0,3,male,,0,0,7.0,S,0,False,False
646,1,1,female,45.0,0,0,262.375,C,0,False,True
647,0,2,male,,0,0,0.0,S,0,False,False
648,0,3,male,21.0,0,0,7.925,S,0,False,True
649,0,3,male,24.0,2,0,24.15,S,2,True,True
650,0,1,male,47.0,0,0,34.0208,S,0,False,False
651,1,2,female,4.0,1,1,23.0,S,2,True,False
652,1,1,female,16.0,0,1,57.9792,C,1,True,False
653,1,2,female,21.0,0,0,10.5,S,0,False,True
654,1,3,male,32.0,0,0,56.4958,S,0,False,False
655,0,3,male,0.75,1,1,13.775,S,2,True,True
656,0,1,male,21.0,0,1,61.3792,C,1,True,True
657,0,3,male,22.5,0,0,7.225,C,0,False,False
658,1,1,female,35.0,1,0,90.0,S,1,True,False
659,1,3,female,19.0,0,0,7.8792,Q,0,False,False
660,1,3,female,,0,0,7.75,Q,0,False,False
661,1,1,female,50.0,1,1,211.5,C,2,True,False
662,1,3,female,22.0,1,1,12.2875,S,2,True,False
663,0,3,female,,0,0,8.1375,Q,0,False,False
664,0,3,male,22.0,0,0,7.7958,S,0,False,False
665,0,3,male,10.0,3,2,27.9,S,5,True,False
666,0,3,female,43.0,1,6,46.9,S,7,True,True
667,0,3,male,26.0,0,0,7.8875,S,0,False,False
668,1,2,female,22.0,1,1,29.0,S,2,True,False
669,0,3,male,36.0,0,0,7.25,S,0,False,True
670,1,3,male,26.0,0,0,18.7875,C,0,False,False
671,1,3,male,,0,0,8.1125,S,0,False,False
672,0,2,male,30.0,0,0,12.7375,C,0,False,True
673,0,3,female,20.0,1,0,9.825,S,1,True,False
674,0,3,male,11.0,5,2,46.9,S,7,True,True
675,0,3,female,,8,2,69.55,S,10,True,True
676,0,3,male,,0,0,56.4958,S,0,False,False
677,0,2,male,33.0,0,0,12.275,S,0,False,True
678,1,3,female,30.0,0,0,6.95,Q,0,False,False
679,0,2,male,30.0,0,0,13.0,S,0,False,False
680,0,3,male,42.0,0,0,8.6625,S,0,False,False
681,1,2,female,29.0,1,0,26.0,S,1,True,False
682,0,3,female,2.0,3,2,27.9,S,5,True,False
683,0,3,male,,0,0,7.2292,C,0,False,False
684,1,1,female,24.0,0,0,69.3,C,0,False,True
685,0,3,male,43.0,0,0,7.8958,S,0,False,False
686,1,1,female,47.0,1,1,52.5542,S,2,True,False
687,0,2,male,21.0,0,0,73.5,S,0,False,True
688,0,3,male,19.0,0,0,14.5,S,0,False,False
689,0,2,male,44.0,1,0,26.0,S,1,True,False
690,1,3,female,,1,0,16.1,S,1,True,False
691,0,1,male,31.0,1,0,52.0,S,1,True,True
692,1,1,female,38.0,1,0,71.2833,C,1,True,True
693,1,3,female,2.0,0,1,12.2875,S,1,True,False
694,0,3,male,,0,0,6.95,Q,0,False,False
695,0,3,male,26.0,0,0,7.775,S,0,False,False
696,1,1,male,36.0,0,0,26.2875,S,0,False,True
697,0,3,male,29.0,0,0,7.8542,S,0,False,False
698,1,3,male,24.0,0,0,7.1417,S,0,False,True
699,0,3,male,,0,0,15.1,S,0,False,True
700,1,2,female,22.0,0,0,10.5,S,0,False,True
701,0,3,male,9.0,0,1,3.1708,S,1,True,True
702,0,1,male,39.0,1,0,71.2833,C,1,True,True
703,0,3,male,18.0,1,0,6.4958,S,1,True,False
704,1,3,female,27.0,1,0,7.925,S,1,True,True
705,0,3,male,40.5,0,2,14.5,S,2,True,True
706,1,3,female,28.0,0,0,7.775,S,0,False,False
707,0,2,male,32.0,0,0,13.5,S,0,False,False
708,0,1,male,29.0,1,0,66.6,S,1,True,False
709,0,2,male,39.0,0,0,13.0,S,0,False,False
710,0,3,female,14.0,0,0,7.8542,S,0,False,False
711,1,1,female,52.0,1,0,78.2667,C,1,True,False
712,0,3,male,23.0,0,0,7.8542,S,0,False,False
713,0,3,male,16.0,0,0,9.2167,S,0,False,False
714,0,1,male,56.0,0,0,26.55,S,0,False,False
715,1,1,male,80.0,0,0,30.0,S,0,False,False
716,0,3,male,24.0,0,0,7.7958,S,0,False,False
717,0,3,male,21.0,0,0,16.1,S,0,False,False
718,1,1,female,24.0,3,2,263.0,S,5,True,False
719,0,3,male,21.0,0,0,7.8,S,0,False,True
720,0,1,male,19.0,3,2,263.0,S,5,True,False
721,0,3,male,,0,0,7.7375,Q,0,False,False
722,0,2,male,41.0,0,0,15.0458,C,0,False,False
723,0,1,male,38.0,0,0,0.0,S,0,False,False
724,0,3,male,35.0,0,0,8.05,S,0,False,False
725,0,3,male,28.0,0,0,7.8958,S,0,False,False
726,0,1,male,62.0,0,0,26.55,S,0,False,False
727,1,1,female,45.0,1,1,164.8667,S,2,True,False
728,1,2,female,40.0,0,0,13.0,S,0,False,False
729,0,3,female,,0,0,7.75,Q,0,False,False
730,0,3,female,14.5,1,0,14.4542,C,1,True,False
731,1,1,female,42.0,0,0,227.525,C,0,False,True
732,1,1,male,49.0,1,0,56.9292,C,1,True,True
733,0,3,male,,0,0,8.4583,Q,0,False,False
734,0,3,female,,3,1,25.4667,S,4,True,False
735,1,1,male,,0,0,30.0,S,0,False,False
736,1,3,male,6.0,0,1,12.475,S,1,True,False
737,0,3,male,32.0,0,0,7.75,Q,0,False,False
738,1,2,female,40.0,0,0,15.75,S,0,False,True
739,0,3,male,23.0,0,0,9.225,S,0,False,False
740,0,3,male,29.0,0,0,7.775,S,0,False,False
741,0,3,male,21.0,0,0,8.05,S,0,False,True
742,0,3,male,21.0,1,0,6.4958,S,1,True,False
743,0,3,male,22.0,0,0,7.125,S,0,False,True
744,0,3,male,4.0,4,2,31.275,S,6,True,False
745,0,1,male,45.0,1,0,83.475,S,1,True,False
746,0,2,male,40.0,0,0,16.0,S,0,False,False
747,0,3,male,,0,0,8.7125,S,0,False,False
748,0,2,male,27.0,0,0,15.0333,C,0,False,True
749,1,2,female,19.0,0,0,13.0,S,0,False,False
750,1,1,female,48.0,1,0,106.425,C,1,True,True
751,0,3,male,18.0,0,0,7.75,S,0,False,False
752,0,2,male,24.0,0,0,10.5,S,0,False,True
753,1,3,male,30.0,0,0,9.5,S,0,False,False
754,0,2,male,,0,0,0.0,S,0,False,False
755,1,1,male,48.0,1,0,76.7292,C,1,True,True
756,0,3,male,20.0,0,0,7.05,S,0,False,True
757,0,3,male,7.0,4,1,39.6875,S,5,True,False
758,1,3,female,,0,0,7.75,Q,0,False,False
759,1,3,female,,0,0,7.75,Q,0,False,False
760,1,2,female,55.0,0,0,16.0,S,0,False,False
761,0,1,male,,0,0,25.925,S,0,False,True
762,0,3,female,45.0,0,0,7.75,S,0,False,False
763,0,3,male,36.5,1,0,17.4,S,1,True,False
764,0,3,male,33.0,0,0,7.775,S,0,False,False
765,0,3,male,,0,0,7.8958,S,0,False,False
766,0,3,male,27.0,0,0,7.8958,S,0,False,False
767,1,1,male,40.0,0,0,31.0,C,0,False,False
768,0,3,male,33.0,1,1,20.525,S,2,True,False
769,1,1,male,,0,0,30.5,S,0,False,False
770,0,3,male,,0,0,7.8958,S,0,False,False
771,1,1,female,54.0,1,0,78.2667,C,1,True,False
772,0,3,male,27.0,0,0,8.6625,S,0,False,False
773,1,3,male,9.0,1,1,15.9,S,2,True,True
774,0,3,male,,0,0,7.05,S,0,False,True
775,0,3,female,6.0,4,2,31.275,S,6,True,False
776,1,1,female,49.0,1,0,76.7292,C,1,True,True
777,0,3,male,22.0,0,0,9.0,S,0,False,False
778,0,2,male,24.0,2,0,31.5,S,2,True,True
779,0,3,male,29.0,0,0,8.05,S,0,False,False
780,1,3,female,30.0,1,0,15.55,S,1,True,False
781,0,2,male,62.0,0,0,9.6875,Q,0,False,False
782,1,1,male,49.0,1,0,89.1042,C,1,True,False
783,1,3,female,,0,0,7.75,Q,0,False,False
784,0,3,male,39.0,1,5,31.275,S,6,True,False
785,0,3,male,2.0,4,1,39.6875,S,5,True,False
786,0,1,male,,0,0,26.55,S,0,False,False
787,0,1,male,,0,0,27.7208,C,0,False,True
788,0,3,male,28.0,0,0,9.5,S,0,False,False
789,1,1,female,24.0,0,0,69.3,C,0,False,True
790,1,3,female,47.0,1,0,7.0,S,1,True,False
791,1,3,female,29.0,0,2,15.2458,C,2,True,False
792,0,3,male,,0,0,6.4375,C,0,False,False
793,0,3,male,22.0,0,0,7.225,C,0,False,False
794,0,3,male,26.0,1,0,7.8542,S,1,True,False
795,1,2,female,15.0,0,2,39.0,S,2,True,False
796,0,1,male,55.0,1,1,93.5,S,2,True,False
797,0,3,male,28.0,0,0,56.4958,S,0,False,False
798,1,2,male,34.0,0,0,13.0,S,0,False,False
799,0,3,male,,0,0,56.4958,S,0,False,False
800,0,1,male,,0,0,221.7792,S,0,False,True
801,0,3,male,24.5,0,0,8.05,S,0,False,False
802,0,3,male,7.0,4,1,29.125,Q,5,True,False
803,0,2,male,31.0,0,0,10.5,S,0,False,True
804,1,3,male,32.0,0,0,56.4958,S,0,False,False
805,1,1,female,,0,0,79.2,C,0,False,True
806,1,3,female,,0,0,7.8792,Q,0,False,False
807,0,1,male,71.0,0,0,49.5042,C,0,False,True
808,1,1,male,11.0,1,2,120.0,S,3,True,False
809,0,3,male,31.0,0,0,7.7333,Q,0,False,False
810,1,3,female,31.0,1,1,20.525,S,2,True,False
811,1,1,female,18.0,2,2,262.375,C,4,True,True
812,0,3,male,7.0,1,1,15.2458,C,2,True,False
813,0,2,male,18.0,0,0,73.5,S,0,False,True
814,1,1,female,,0,0,31.6833,S,0,False,True
815,0,2,male,22.0,2,0,31.5,S,2,True,True
816,1,3,female,27.0,0,0,7.8792,Q,0,False,False
817,1,3,male,,0,0,56.4958,S,0,False,False
818,0,3,female,21.0,2,2,34.375,S,4,True,True
819,0,1,male,,0,0,50.0,S,0,False,False
820,0,3,female,,0,0,8.05,S,0,False,True
821,0,1,male,32.5,0,0,211.5,C,0,False,False
822,0,3,female,20.0,0,0,8.6625,S,0,False,False
823,0,2,male,29.0,0,0,13.8583,C,0,False,True
824,1,1,female,22.0,0,1,61.9792,C,1,True,False
825,0,3,female,2.0,0,1,10.4625,S,1,True,False
826,0,2,male,20.0,0,0,13.8625,C,0,False,True
827,0,3,male,,0,0,7.775,S,0,False,False
828,1,2,female,36.0,0,3,39.0,S,3,True,False
829,1,2,female,40.0,1,1,39.0,S,2,True,False
830,1,1,male,36.0,1,2,120.0,S,3,True,False
831,0,3,male,26.0,1,0,14.4542,C,1,True,False
832,0,2,male,36.5,0,2,26.0,S,2,True,False
833,0,3,male,,0,0,7.75,Q,0,False,False
834,1,3,female,,0,0,7.7792,Q,0,False,False
835,0,3,female,31.0,1,0,18.0,S,1,True,False
836,0,2,male,18.5,0,0,13.0,S,0,False,False
837,1,3,female,29.0,0,0,7.925,S,0,False,False
838,0,2,male,48.0,0,0,13.0,S,0,False,False
839,1,3,female,,1,0,15.5,Q,1,True,False
840,1,2,male,62.0,0,0,10.5,S,0,False,True
841,0,2,male,28.0,0,0,26.0,S,0,False,False
842,1,3,female,5.0,2,1,19.2583,C,3,True,False
843,0,3,female,39.0,1,5,31.275,S,6,True,False
844,0,3,female,3.0,3,1,21.075,S,4,True,False
845,0,3,female,29.0,1,1,10.4625,S,2,True,False
846,0,1,male,45.0,1,1,134.5,C,2,True,False
847,0,3,female,,0,2,15.2458,C,2,True,False
848,0,3,male,32.0,1,0,15.85,S,1,True,False
849,0,3,male,,0,0,7.75,Q,0,False,False
850,1,2,female,24.0,1,0,27.7208,C,1,True,True
851,0,3,female,,1,2,23.45,S,3,True,True
852,0,3,male,27.0,0,0,7.225,C,0,False,False
853,0,3,male,22.0,0,0,7.5208,S,0,False,False
854,0,3,male,,0,0,7.2292,C,0,False,False
855,1,3,female,,0,0,7.75,Q,0,False,False
856,0,3,male,65.0,0,0,7.75,Q,0,False,False
857,0,3,female,47.0,1,0,14.5,S,1,True,True
858,1,2,female,6.0,0,1,33.0,S,1,True,False
859,0,2,male,36.0,0,0,13.0,S,0,False,False
860,0,3,male,,0,0,8.05,S,0,False,False
861,0,3,male,26.0,0,0,8.05,S,0,False,False
862,0,3,male,18.0,0,0,8.6625,S,0,False,False
863,1,2,female,45.0,1,1,26.25,S,2,True,True
864,1,2,female,34.0,0,1,23.0,S,1,True,False
865,0,3,male,38.0,0,0,7.8958,S,0,False,False
866,0,3,male,,0,0,7.75,Q,0,False,False
867,0,3,male,18.0,1,1,7.8542,S,2,True,False
868,0,3,male,37.0,2,0,7.925,S,2,True,False
869,1,2,male,2.0,1,1,26.0,S,2,True,False
870,1,1,male,36.0,0,0,26.3875,S,0,False,True
871,1,1,male,17.0,0,2,110.8833,C,2,True,False
872,0,2,male,28.0,0,0,13.0,S,0,False,False
873,0,2,male,34.0,1,0,21.0,S,1,True,False
