,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,num_related,has_related,has_special_ticket
874,1,1,female,24.0,0,0,83.1583,C,0,False,False
875,1,2,female,25.0,0,1,26.0,S,1,True,False
876,1,3,female,10.0,5,2,46.9,S,7,True,True
877,1,3,male,,1,1,15.2458,C,2,True,False
878,1,1,male,45.0,0,0,26.55,S,0,False,False
879,0,3,male,17.0,0,0,8.6625,S,0,False,False
880,0,2,male,34.0,0,0,13.0,S,0,False,False
881,1,3,female,22.0,0,0,7.725,Q,0,False,False
882,0,1,male,41.0,1,0,51.8625,S,1,True,False
883,1,3,female,0.17,1,2,20.575,S,3,True,True
884,1,3,male,,0,0,7.775,S,0,False,False
885,0,3,male,29.0,1,0,7.0458,S,1,True,False
886,0,3,male,,0,0,7.225,C,0,False,False
887,0,3,male,28.0,0,0,22.525,S,0,False,True
888,0,1,male,42.0,0,0,26.55,S,0,False,False
889,0,2,male,26.0,0,0,13.0,S,0,False,False
890,0,3,male,35.0,0,0,7.125,S,0,False,True
891,0,1,male,49.0,0,0,0.0,S,0,False,False
892,1,1,female,30.0,0,0,93.5,S,0,False,False
893,1,3,male,29.0,0,0,7.75,Q,0,False,False
894,0,3,male,23.0,0,0,7.8958,S,0,False,False
895,0,2,male,35.0,0,0,10.5,S,0,False,False
896,1,2,female,45.0,0,2,30.0,S,2,True,False
897,0,3,male,31.0,0,0,7.775,S,0,False,False
898,0,3,male,,0,0,7.2292,C,0,False,False
899,0,1,male,,0,0,42.4,S,0,False,False
900,0,2,male,61.0,0,0,12.35,Q,0,False,False
901,1,1,female,33.0,0,0,151.55,S,0,False,False
902,0,3,male,,0,0,7.75,Q,0,False,False
903,1,3,female,,0,0,7.8792,Q,0,False,False
904,0,3,male,33.0,0,0,8.6542,S,0,False,False
905,1,3,female,,1,1,22.3583,C,2,True,False
906,1,1,female,47.0,1,0,61.175,S,1,True,True
907,0,3,male,,0,0,6.8583,Q,0,False,False
908,1,1,female,22.0,0,2,49.5,C,2,True,False
909,1,3,male,27.0,0,0,6.975,S,0,False,False
910,1,1,female,43.0,0,1,211.3375,S,1,True,False
911,0,1,male,37.0,0,1,29.7,C,1,True,True
912,0,3,male,,0,0,14.5,S,0,False,False
913,1,3,female,5.0,0,0,12.475,S,0,False,False
914,1,3,female,22.0,0,0,7.75,S,0,False,False
915,0,3,male,,0,0,7.75,Q,0,False,False
916,0,3,male,24.0,0,0,9.5,S,0,False,False
917,1,2,male,31.0,0,0,13.0,S,0,False,False
918,0,2,male,30.0,1,1,26.0,S,2,True,False
919,0,3,male,30.0,0,0,8.05,S,0,False,True
920,0,3,male,24.0,1,0,16.1,S,1,True,False
921,0,1,male,24.0,0,0,79.2,C,0,False,True
922,0,3,male,25.0,0,0,7.7958,S,0,False,False
923,0,3,male,20.0,0,0,9.8458,S,0,False,False
924,0,2,female,27.0,1,0,21.0,S,1,True,False
925,0,3,male,,0,0,7.8958,S,0,False,False
926,0,3,male,40.5,0,0,7.75,Q,0,False,False
927,0,3,male,,0,0,7.7292,Q,0,False,False
928,0,3,male,22.0,0,0,7.25,S,0,False,True
929,0,1,male,47.0,0,0,42.4,S,0,False,False
930,1,3,female,,0,0,7.225,C,0,False,False
931,0,3,male,,0,0,7.75,Q,0,False,False
932,1,1,female,35.0,0,0,211.5,C,0,False,False
933,0,1,male,42.0,0,0,42.5,S,0,False,False
934,0,3,male,14.5,8,2,69.55,S,10,True,True
935,1,3,female,,1,0,15.5,Q,1,True,False
936,0,3,male,,0,0,7.2292,C,0,False,False
937,1,1,female,33.0,0,0,27.7208,C,0,False,True
938,0,3,female,40.0,1,0,9.475,S,1,True,False
939,0,3,male,6.0,1,1,15.2458,C,2,True,False
940,1,2,male,32.0,1,0,26.0,S,1,True,False
941,0,3,female,8.0,3,1,21.075,S,4,True,False
942,0,3,male,17.0,0,0,7.8958,S,0,False,False
943,0,1,male,70.0,1,1,71.0,S,2,True,True
944,0,3,male,45.5,0,0,7.225,C,0,False,False
945,1,3,female,18.0,0,0,7.775,S,0,False,False
946,0,2,male,25.0,0,0,10.5,S,0,False,True
947,1,1,male,,0,0,29.7,C,0,False,False
948,0,3,male,29.0,3,1,22.025,S,4,True,False
949,0,3,male,22.0,1,0,7.25,S,1,True,True
950,1,1,male,0.92,1,2,151.55,S,3,True,False
951,0,1,male,40.0,0,0,27.7208,C,0,False,True
952,0,1,male,39.0,0,0,0.0,S,0,False,False
953,0,2,female,38.0,0,0,13.0,S,0,False,False
954,0,1,male,37.0,1,0,53.1,S,1,True,False
955,1,1,female,35.0,1,0,52.0,S,1,True,False
956,0,3,male,32.0,0,0,7.925,S,0,False,True
957,0,3,female,25.0,1,0,7.925,S,1,True,True
958,0,3,male,38.0,0,0,8.6625,S,0,False,False
959,0,3,male,25.0,0,0,7.05,S,0,False,True
960,0,1,male,,0,0,26.55,S,0,False,False
961,0,2,male,44.0,0,0,13.0,S,0,False,False
962,1,3,male,31.0,0,0,7.925,S,0,False,True
963,1,1,female,,0,0,110.8833,C,0,False,False
964,0,3,male,16.0,1,3,34.375,S,4,True,True
965,0,1,male,67.0,1,0,221.7792,S,1,True,True
966,1,3,female,,0,0,7.7333,Q,0,False,False
967,0,3,male,51.0,0,0,7.75,S,0,False,False
968,0,1,male,56.0,0,0,30.6958,C,0,False,False
969,0,3,male,60.5,0,0,,S,0,False,False
970,1,3,male,3.0,4,2,31.3875,S,6,True,False
971,1,1,female,35.0,1,0,57.75,C,1,True,False
972,0,3,male,24.0,0,0,7.8958,S,0,False,False
973,1,3,male,27.0,0,0,7.7958,S,0,False,False
974,1,2,female,21.0,0,1,21.0,S,1,True,True
975,0,3,male,40.0,1,1,15.5,Q,2,True,False
976,0,3,female,,1,0,14.4542,C,1,True,False
977,1,3,female,45.0,1,0,14.1083,S,1,True,False
978,0,2,male,39.0,0,0,26.0,S,0,False,False
979,0,2,male,18.0,0,0,10.5,S,0,False,True
980,1,3,male,,2,0,23.25,Q,2,True,False
981,0,1,male,58.0,0,2,113.275,C,2,True,False
982,0,3,male,,0,0,7.575,S,0,False,True
983,0,1,male,46.0,0,0,75.2417,C,0,False,False
984,1,1,female,39.0,1,1,110.8833,C,2,True,False
985,0,2,male,16.0,0,0,10.5,S,0,False,True
986,1,3,female,,0,0,7.75,Q,0,False,False
987,0,3,male,42.0,0,1,8.4042,S,1,True,False
988,1,1,female,29.0,0,0,221.7792,S,0,False,True
989,0,3,male,,2,0,21.6792,C,2,True,False
990,0,1,male,18.0,1,0,108.9,C,1,True,True
991,0,3,male,,0,0,7.25,S,0,False,False
992,0,1,male,19.0,1,0,53.1,S,1,True,False
993,1,3,female,,0,0,7.7375,Q,0,False,False
994,1,1,female,29.0,0,0,211.3375,S,0,False,False
995,1,3,female,1.0,1,1,12.1833,S,2,True,False
996,0,2,male,23.0,0,0,13.0,S,0,False,False
997,0,3,male,2.0,3,1,21.075,S,4,True,False
998,0,3,male,20.0,0,0,7.925,S,0,False,True
999,0,3,male,,0,0,7.55,S,0,False,True
1000,1,1,female,54.0,1,0,59.4,C,1,True,True
1001,0,3,male,,0,0,8.7125,C,0,False,False
1002,1,3,female,13.0,0,0,7.2292,C,0,False,False
1003,1,3,male,20.0,1,1,15.7417,C,2,True,False
1004,1,3,female,,0,0,7.8292,Q,0,False,False
1005,0,3,male,21.0,0,0,7.8542,S,0,False,False
1006,0,3,male,,1,1,14.5,S,2,True,True
1007,0,3,male,,0,0,8.05,S,0,False,True
1008,0,2,male,34.0,1,0,21.0,S,1,True,False
1009,0,3,male,19.0,0,0,0.0,S,0,False,True
1010,0,3,male,19.0,0,0,8.05,S,0,False,False
1011,0,3,male,34.5,0,0,7.8292,Q,0,False,False
1012,1,3,female,23.0,0,0,7.55,S,0,False,True
1013,0,3,male,1.0,5,2,46.9,S,7,True,True
1014,0,3,male,,0,0,7.55,S,0,False,True
1015,0,3,female,18.0,1,0,17.8,S,1,True,False
1016,0,3,male,,0,0,7.75,Q,0,False,False
1017,0,3,male,24.0,0,0,7.55,S,0,False,True
1018,0,3,male,,0,0,8.05,S,0,False,True
1019,1,3,female,45.0,0,0,7.225,C,0,False,False
1020,0,1,male,,0,0,35.0,S,0,False,False
1021,1,2,female,31.0,0,0,21.0,S,0,False,True
1022,1,2,female,42.0,1,0,26.0,S,1,True,True
1023,0,1,male,33.0,0,0,26.55,S,0,False,False
1024,0,3,male,24.0,0,0,7.775,S,0,False,False
1025,1,1,male,52.0,0,0,30.5,S,0,False,False
1026,0,3,male,,0,0,7.8958,S,0,False,False
1027,1,1,female,39.0,1,0,55.9,S,1,True,False
1028,0,1,male,,0,0,25.7417,C,0,False,True
1029,1,1,male,23.0,0,1,63.3583,C,1,True,True
1030,0,2,male,26.0,0,0,10.5,S,0,False,False
1031,0,2,male,23.0,2,1,11.5,S,3,True,False
1032,1,1,female,45.0,0,1,63.3583,C,1,True,True
1033,0,3,male,21.0,0,0,8.6625,S,0,False,False
1034,1,2,male,0.83,1,1,18.75,S,2,True,False
1035,0,1,male,17.0,0,0,47.1,S,0,False,False
1036,0,3,male,,0,0,8.05,S,0,False,False
1037,1,1,female,51.0,0,1,39.4,S,1,True,True
1038,1,3,female,37.0,0,0,7.75,Q,0,False,False
1039,0,2,male,47.0,0,0,10.5,S,0,False,True
1040,1,2,female,30.0,3,0,21.0,S,3,True,False
1041,0,1,male,,0,0,27.7208,C,0,False,True
1042,0,3,male,18.0,0,0,7.775,S,0,False,False
1043,1,3,female,,0,0,8.05,S,0,False,False
1044,0,1,male,,0,0,227.525,C,0,False,True
1045,1,3,female,22.0,0,0,7.775,S,0,False,False
1046,1,3,female,,0,0,7.8792,Q,0,False,False
1047,0,1,male,,0,0,0.0,S,0,False,False
1048,0,3,male,,0,0,14.5,S,0,False,False
1049,0,3,male,,0,0,8.05,S,0,False,True
1050,0,3,female,32.0,1,1,15.5,Q,2,True,False
1051,0,3,female,2.0,4,2,31.275,S,6,True,False
1052,0,2,male,42.0,1,1,32.5,S,2,True,False
1053,0,3,female,9.0,3,2,27.9,S,5,True,False
1054,0,2,male,,0,0,0.0,S,0,False,False
1055,1,2,female,30.0,1,0,13.8583,C,1,True,True
1056,0,3,male,22.0,0,0,7.7958,S,0,False,False
1057,0,1,male,30.0,0,0,26.0,S,0,False,False
1058,0,3,male,,0,0,8.05,S,0,False,False
1059,0,3,male,20.0,0,0,9.225,S,0,False,False
1060,0,3,male,22.0,0,0,8.05,S,0,False,False
1061,1,2,female,27.0,0,0,10.5,S,0,False,False
1062,0,3,female,,0,0,7.6292,Q,0,False,False
1063,0,1,male,29.0,0,0,30.0,S,0,False,False
1064,0,3,male,24.0,0,0,7.4958,S,0,False,False
1065,1,3,female,,0,0,7.75,Q,0,False,False
1066,0,2,male,42.0,1,0,27.0,S,1,True,False
1067,1,1,male,48.0,0,0,26.55,S,0,False,False
1068,0,3,male,26.0,0,0,7.8958,S,0,False,False
1069,1,1,female,36.0,1,2,120.0,S,3,True,False
1070,0,2,male,31.0,1,1,26.25,S,2,True,True
1071,1,1,female,64.0,0,2,83.1583,C,2,True,True
1072,0,3,male,21.0,0,0,7.7333,Q,0,False,True
1073,0,3,male,59.0,0,0,7.25,S,0,False,False
1074,1,3,female,,0,0,7.7333,Q,0,False,False
1075,0,1,male,50.0,1,0,55.9,S,1,True,False
1076,0,3,male,50.0,0,0,8.05,S,0,False,True
1077,0,1,male,41.0,0,0,30.5,S,0,False,False
1078,1,1,female,33.0,1,0,90.0,Q,1,True,False
1079,1,3,female,,1,2,23.45,S,3,True,True
1080,1,2,female,22.0,0,0,21.0,S,0,False,True
1081,0,3,male,0.33,0,2,14.4,S,2,True,False
1082,1,1,female,21.0,0,0,26.55,S,0,False,False
1083,1,1,female,40.0,1,1,134.5,C,2,True,False
1084,1,2,female,48.0,1,2,65.0,S,3,True,False
1085,1,3,female,35.0,1,1,20.25,S,2,True,True
1086,0,3,male,,1,0,24.15,Q,1,True,False
1087,0,3,male,,0,0,7.3125,S,0,False,True
1088,1,2,female,29.0,1,0,26.0,S,1,True,False
1089,0,3,male,14.0,4,1,39.6875,S,5,True,False
1090,0,1,male,64.0,1,0,75.25,C,1,True,False
1091,0,1,male,36.0,0,0,75.2417,C,0,False,False
1092,1,1,female,60.0,0,0,76.2917,C,0,False,False
1093,0,3,male,28.0,0,0,7.25,S,0,False,False
1094,1,2,female,13.0,0,1,19.5,S,1,True,False
1095,0,2,male,27.0,0,0,13.0,S,0,False,False
1096,0,3,male,51.0,0,0,8.05,S,0,False,False
1097,0,3,male,23.0,0,0,7.05,S,0,False,True
1098,0,3,male,16.0,0,0,7.775,S,0,False,False
1099,1,3,female,4.0,0,2,22.025,S,2,True,False
1100,0,3,male,32.0,0,0,7.925,S,0,False,True
1101,1,2,female,34.0,0,0,13.0,S,0,False,False
1102,0,3,female,,0,0,7.55,S,0,False,True
1103,1,2,female,18.0,1,1,13.0,S,2,True,False
1104,1,1,female,16.0,0,0,86.5,S,0,False,False
1105,1,1,female,23.0,0,1,83.1583,C,1,True,False
1106,1,1,female,36.0,0,0,135.6333,C,0,False,True
1107,0,3,male,13.0,0,2,20.25,S,2,True,True
1108,1,3,male,19.0,0,0,8.05,S,0,False,True
1109,1,1,female,36.0,0,0,262.375,C,0,False,True
1110,0,3,male,,0,0,7.8792,S,0,False,False
1111,1,1,female,39.0,1,1,79.65,S,2,True,False
1112,0,3,male,18.0,1,0,14.4542,C,1,True,False
1113,0,3,male,40.0,1,4,27.9,S,5,True,False
1114,0,2,male,51.0,0,0,12.525,S,0,False,True
1115,0,3,male,21.0,0,0,7.925,S,0,False,True
1116,1,2,female,36.0,0,0,13.0,S,0,False,False
1117,0,2,male,54.0,1,0,26.0,S,1,True,False
1118,0,2,male,,0,0,0.0,S,0,False,False
1119,0,2,male,26.0,0,0,13.0,S,0,False,False
1120,0,3,male,,1,0,19.9667,S,1,True,False
1121,0,1,male,53.0,0,0,28.5,C,0,False,False
1122,0,3,male,31.0,0,0,7.75,Q,0,False,False
1123,1,1,female,23.0,1,0,113.275,C,1,True,False
1124,1,1,female,19.0,1,0,91.0792,C,1,True,False
1125,0,1,male,52.0,1,1,79.65,S,2,True,False
1126,0,3,male,,1,0,15.5,Q,1,True,False
1127,0,2,male,28.0,0,1,33.0,S,1,True,False
1128,0,3,male,39.0,0,2,7.2292,C,2,True,False
1129,0,3,male,28.0,0,0,7.8958,S,0,False,False
1130,0,2,male,,0,0,15.5792,C,0,False,True
1131,0,2,male,16.0,0,0,26.0,S,0,False,False
1132,0,2,male,57.0,0,0,12.35,Q,0,False,False
1133,1,3,female,0.75,2,1,19.2583,C,3,True,False
1134,0,3,male,32.0,0,0,7.775,S,0,False,False
1135,0,3,male,,0,0,7.8958,S,0,False,False
1136,1,1,female,35.0,0,0,512.3292,C,0,False,True
1137,0,3,male,,0,0,7.75,Q,0,False,False
1138,1,3,male,25.0,0,0,0.0,S,0,False,True
1139,0,1,male,64.0,0,0,26.0,S,0,False,False
1140,0,3,male,20.0,0,0,7.8542,S,0,False,False
1141,1,1,female,35.0,1,0,53.1,S,1,True,False
1142,0,2,male,32.0,0,0,10.5,S,0,False,True
1143,0,3,male,17.0,1,1,7.2292,C,2,True,False
1144,1,2,female,50.0,0,0,10.5,S,0,False,True
1145,0,3,male,,8,2,69.55,S,10,True,True
1146,1,3,female,35.0,0,0,7.75,Q,0,False,False
1147,1,2,female,27.0,1,0,13.8583,C,1,True,True
1148,1,2,female,4.0,2,1,39.0,S,3,True,False
1149,0,3,male,40.0,1,5,31.3875,S,6,True,False
1150,1,1,female,64.0,1,1,26.55,S,2,True,False
1151,1,1,female,17.0,1,0,108.9,C,1,True,True
1152,1,3,female,17.0,0,1,16.1,S,1,True,False
1153,0,3,female,37.0,0,0,9.5875,S,0,False,False
1154,0,3,male,33.0,0,0,7.8958,S,0,False,False
1155,0,2,male,18.0,0,0,11.5,S,0,False,False
1156,0,2,male,30.0,0,0,10.5,S,0,False,True
1157,0,3,male,,1,0,14.4583,C,1,True,False
1158,1,1,female,49.0,0,0,25.9292,S,0,False,False
1159,0,3,female,30.0,0,0,8.6625,S,0,False,False
1160,1,1,female,,1,0,52.0,S,1,True,False
1161,1,3,female,18.0,0,0,8.05,S,0,False,True
1162,0,3,male,35.0,0,0,8.05,S,0,False,False
1163,0,2,male,26.0,1,1,29.0,S,2,True,False
1164,0,3,male,19.0,0,0,7.775,S,0,False,False
1165,0,3,male,,0,0,8.05,S,0,False,False
1166,0,3,male,41.0,2,0,14.1083,S,2,True,False
1167,0,2,male,2.0,1,1,23.0,S,2,True,False
1168,0,3,male,,0,0,7.55,S,0,False,True
1169,0,3,male,,0,0,7.75,Q,0,False,False
1170,0,2,male,29.0,1,0,26.0,S,1,True,False
1171,1,3,female,,1,9,69.55,S,10,True,True
1172,0,3,male,47.0,0,0,9.0,S,0,False,False
1173,1,3,male,22.0,0,0,7.225,C,0,False,False
1174,0,3,female,9.0,2,2,34.375,S,4,True,True
1175,0,3,male,24.0,0,0,8.05,S,0,False,False
1176,1,2,male,8.0,1,1,36.75,S,2,True,True
1177,1,1,female,30.0,0,0,164.8667,S,0,False,False
1178,0,3,male,,0,0,7.225,C,0,False,False
1179,0,3,male,,0,0,7.8958,S,0,False,False
1180,0,2,male,43.0,1,1,26.25,S,2,True,True
1181,0,3,male,,0,0,7.8292,Q,0,False,False
1182,1,1,male,42.0,0,0,26.2875,S,0,False,True
1183,0,3,male,15.0,1,1,7.2292,C,2,True,False
1184,0,2,male,18.0,0,0,73.5,S,0,False,True
1185,1,1,female,38.0,0,0,227.525,C,0,False,True
1186,0,2,male,27.0,0,0,13.0,S,0,False,False
1187,0,3,male,,0,0,7.75,Q,0,False,False
1188,1,3,male,39.0,0,0,7.925,S,0,False,True
1189,1,3,female,,0,2,15.2458,C,2,True,False
1190,0,3,male,21.0,0,0,7.8542,S,0,False,False
1191,0,3,male,51.0,0,0,7.0542,S,0,False,False
1192,0,2,male,40.0,1,0,26.0,S,1,True,False
1193,0,2,male,23.0,0,0,10.5,S,0,False,False
1194,0,3,male,,0,0,7.75,Q,0,False,False
1195,1,3,female,,1,0,15.5,Q,1,True,False
1196,0,3,male,16.0,4,1,39.6875,S,5,True,False
1197,0,3,male,50.0,1,0,14.5,S,1,True,True
1198,0,3,male,,1,0,7.75,Q,1,True,False
1199,1,3,female,,0,0,7.75,Q,0,False,False
1200,0,2,male,70.0,0,0,10.5,S,0,False,True
1201,1,2,female,19.0,0,0,26.0,S,0,False,False
1202,0,3,male,,0,0,7.8958,C,0,False,False
1203,0,2,male,21.0,1,0,11.5,S,1,True,False
1204,1,1,female,53.0,0,0,27.4458,C,0,False,True
1205,1,1,male,35.0,0,0,26.2875,S,0,False,True
1206,0,3,male,,0,0,14.4583,C,0,False,False
1207,0,3,male,20.0,0,0,8.05,S,0,False,True
1208,1,3,female,63.0,0,0,9.5875,S,0,False,False
1209,0,1,male,55.0,0,0,30.5,S,0,False,False
1210,0,1,male,64.0,1,4,263.0,S,5,True,False
1211,0,3,male,,0,0,7.2292,C,0,False,False
1212,0,2,male,25.0,0,0,13.0,S,0,False,True
1213,0,3,male,26.0,0,0,7.8958,S,0,False,False
1214,1,3,female,4.0,0,1,13.4167,C,1,True,False
1215,0,3,male,30.0,0,0,7.8958,S,0,False,False
1216,0,3,female,30.0,1,1,24.15,S,2,True,False
1217,0,3,male,34.0,0,0,8.05,S,0,False,False
1218,0,3,male,32.0,0,0,7.8958,S,0,False,False
1219,0,1,male,25.0,0,0,26.0,C,0,False,False
1220,0,3,male,,2,0,21.6792,C,2,True,False
1221,0,3,male,22.0,0,0,7.775,S,0,False,False
1222,0,3,male,11.0,0,0,18.7875,C,0,False,False
1223,1,3,female,16.0,0,0,7.7333,Q,0,False,False
1224,0,3,male,16.0,1,1,20.25,S,2,True,True
1225,1,3,female,19.0,1,0,7.8542,S,1,True,False
1226,0,3,male,10.0,4,1,29.125,Q,5,True,False
1227,0,3,male,25.0,0,0,7.7417,Q,0,False,False
1228,1,1,female,19.0,0,2,26.2833,S,2,True,False
1229,0,2,male,59.0,0,0,13.5,S,0,False,False
1230,0,3,male,27.0,0,0,7.8542,S,0,False,False
1231,1,3,female,,8,2,69.55,S,10,True,True
1232,1,1,female,35.0,0,0,135.6333,S,0,False,True
1233,0,2,male,24.0,2,0,73.5,S,2,True,True
1234,1,3,female,18.5,0,0,7.2833,Q,0,False,False
1235,0,3,male,44.0,0,0,8.05,S,0,False,False
1236,0,3,male,,1,1,22.3583,C,2,True,False
1237,0,1,male,23.0,0,0,93.5,S,0,False,False
1238,0,3,male,16.0,0,0,9.5,S,0,False,False
1239,0,1,male,,0,0,0.0,S,0,False,False
1240,0,1,male,22.0,0,0,135.6333,C,0,False,True
1241,0,3,male,0.83,0,1,9.35,S,1,True,False
1242,0,2,male,18.0,0,0,13.0,S,0,False,False
1243,0,1,male,54.0,1,0,55.4417,C,1,True,False
1244,1,3,female,22.0,2,0,8.6625,S,2,True,False
1245,0,2,male,,0,0,0.0,S,0,False,False
1246,1,3,female,15.0,1,0,14.4542,C,1,True,False
1247,0,3,male,42.0,0,0,7.55,S,0,False,True
1248,0,2,female,24.0,0,0,13.0,S,0,False,False
1249,0,3,male,26.0,0,0,7.8792,Q,0,False,False
1250,1,2,female,25.0,1,1,30.0,S,2,True,False
1251,0,1,male,47.0,0,0,52.0,S,0,False,False
1252,1,3,male,16.0,0,0,8.05,S,0,False,True
1253,0,2,male,24.0,0,0,10.5,S,0,False,False
1254,1,1,female,18.0,0,2,79.65,S,2,True,False
1255,0,3,male,20.0,0,0,4.0125,C,0,False,False
1256,0,3,male,28.0,0,0,7.8542,S,0,False,False
1257,0,3,male,20.0,0,0,9.5,S,0,False,False
1258,0,3,male,22.0,0,0,7.2292,C,0,False,False
1259,0,2,male,24.0,0,0,13.5,S,0,False,False
1260,0,3,male,21.0,0,0,7.7958,S,0,False,False
1261,0,3,male,,1,9,69.55,S,10,True,True
1262,0,3,male,20.0,0,0,7.925,S,0,False,True
1263,0,3,male,26.0,1,2,20.575,S,3,True,True
1264,1,3,female,27.0,0,0,7.925,S,0,False,True
1265,0,3,male,,0,0,7.225,C,0,False,False
1266,1,1,female,22.0,0,1,59.4,C,1,True,False
1267,0,3,female,,0,0,8.05,S,0,False,False
1268,0,2,male,34.0,0,0,13.0,S,0,False,False
1269,0,3,male,,0,0,7.75,Q,0,False,False
1270,1,1,female,26.0,0,0,78.85,S,0,False,False
1271,1,1,female,63.0,1,0,77.9583,S,1,True,False
1272,0,3,male,,0,0,8.6625,S,0,False,False
1273,1,3,female,19.0,1,0,16.1,S,1,True,False
1274,0,3,male,,0,0,7.8958,S,0,False,False
1275,1,3,female,4.0,1,1,16.7,S,2,True,True
1276,0,3,male,20.0,0,0,7.225,C,0,False,False
1277,0,3,female,11.0,4,2,31.275,S,6,True,False
1278,1,1,female,26.0,1,0,136.7792,C,1,True,False
1279,0,3,male,8.0,4,1,29.125,Q,5,True,False
1280,0,2,male,19.0,1,1,36.75,S,2,True,True
1281,0,3,male,,0,0,7.725,Q,0,False,False
1282,1,1,male,25.0,1,0,91.0792,C,1,True,False
1283,0,3,male,27.0,1,0,14.4542,C,1,True,False
1284,0,3,male,25.0,0,0,9.5,S,0,False,False
1285,1,1,male,50.0,2,0,133.65,S,2,True,True
1286,1,2,female,,0,0,21.0,S,0,False,True
1287,1,3,female,,1,0,14.4542,C,1,True,False
1288,1,2,female,24.0,0,0,13.0,S,0,False,False
1289,0,1,male,,0,0,31.0,S,0,False,False
1290,0,1,male,38.0,0,1,153.4625,S,1,True,True
1291,1,3,female,2.0,1,1,20.2125,S,2,True,False
1292,0,3,male,25.0,0,0,7.2292,C,0,False,False
1293,1,2,female,50.0,0,1,26.0,S,1,True,False
1294,1,2,female,29.0,0,2,23.0,S,2,True,False
1295,0,1,male,62.0,0,0,26.55,S,0,False,False
1296,1,1,female,44.0,0,1,57.9792,C,1,True,False
1297,0,1,male,71.0,0,0,34.6542,C,0,False,True
1298,0,3,male,33.0,0,0,7.8542,S,0,False,False
1299,1,2,male,1.0,0,2,37.0042,C,2,True,True
1300,0,3,male,21.0,0,0,7.775,S,0,False,False
1301,1,1,female,39.0,0,0,211.3375,S,0,False,False
1302,0,3,male,,0,0,8.05,S,0,False,False
1303,0,3,male,,0,0,7.8958,S,0,False,False
1304,0,1,male,45.0,0,0,29.7,C,0,False,True
1305,1,2,female,48.0,0,2,36.75,S,2,True,True
1306,1,1,female,37.0,1,0,90.0,Q,1,True,False
